"loc_x","loc_y","playoffs","shot_distance","shot_made_flag","seconds_to_end","game_year","game_month","away_home","action_type#Jump Shot","action_type#Driving Dunk Shot","action_type#Layup Shot","action_type#Running Jump Shot","action_type#Reverse Dunk Shot","action_type#Slam Dunk Shot","action_type#Driving Layup Shot","action_type#Turnaround Jump Shot","action_type#Reverse Layup Shot","action_type#Tip Shot","action_type#Running Hook Shot","action_type#Alley Oop Dunk Shot","action_type#Dunk Shot","action_type#Alley Oop Layup shot","action_type#Running Dunk Shot","action_type#Driving Finger Roll Shot","action_type#Running Layup Shot","action_type#Finger Roll Shot","action_type#Fadeaway Jump Shot","action_type#Follow Up Dunk Shot","action_type#Hook Shot","action_type#Turnaround Hook Shot","action_type#Jump Hook Shot","action_type#Running Finger Roll Shot","action_type#Jump Bank Shot","action_type#Turnaround Finger Roll Shot","action_type#Hook Bank Shot","action_type#Driving Hook Shot","action_type#Running Tip Shot","action_type#Running Reverse Layup Shot","action_type#Driving Finger Roll Layup Shot","action_type#Fadeaway Bank shot","action_type#Pullup Jump shot","action_type#Finger Roll Layup Shot","action_type#Turnaround Fadeaway shot","action_type#Driving Reverse Layup Shot","action_type#Driving Slam Dunk Shot","action_type#Step Back Jump shot","action_type#Turnaround Bank shot","action_type#Reverse Slam Dunk Shot","action_type#Floating Jump shot","action_type#Putback Slam Dunk Shot","action_type#Running Bank shot","action_type#Driving Bank shot","action_type#Driving Jump shot","action_type#Putback Layup Shot","action_type#Putback Dunk Shot","action_type#Running Finger Roll Layup Shot","action_type#Pullup Bank shot","action_type#Running Slam Dunk Shot","action_type#Cutting Layup Shot","action_type#Driving Floating Jump Shot","action_type#Running Pull-Up Jump Shot","action_type#Tip Layup Shot","action_type#Driving Floating Bank Jump Shot","combined_shot_type#Jump Shot","combined_shot_type#Dunk","combined_shot_type#Layup","combined_shot_type#Tip Shot","combined_shot_type#Hook Shot","combined_shot_type#Bank Shot","season#2000-01","season#2001-02","season#2002-03","season#2003-04","season#2004-05","season#2005-06","season#2006-07","season#2007-08","season#2008-09","season#2009-10","season#2010-11","season#2011-12","season#2012-13","season#2013-14","season#2014-15","season#2015-16","season#1996-97","season#1997-98","season#1998-99","season#1999-00","shot_type#2PT Field Goal","shot_type#3PT Field Goal","shot_zone_area#Left Side(L)","shot_zone_area#Left Side Center(LC)","shot_zone_area#Right Side Center(RC)","shot_zone_area#Center(C)","shot_zone_area#Right Side(R)","shot_zone_area#Back Court(BC)","shot_zone_basic#Mid-Range","shot_zone_basic#Restricted Area","shot_zone_basic#In The Paint (Non-RA)","shot_zone_basic#Above the Break 3","shot_zone_basic#Right Corner 3","shot_zone_basic#Backcourt","shot_zone_basic#Left Corner 3","shot_zone_range#8-16 ft.","shot_zone_range#16-24 ft.","shot_zone_range#Less Than 8 ft.","shot_zone_range#24+ ft.","shot_zone_range#Back Court Shot","opponent#POR","opponent#UTA","opponent#VAN","opponent#LAC","opponent#HOU","opponent#SAS","opponent#DEN","opponent#SAC","opponent#CHI","opponent#GSW","opponent#MIN","opponent#IND","opponent#SEA","opponent#DAL","opponent#PHI","opponent#DET","opponent#MIL","opponent#TOR","opponent#MIA","opponent#PHX","opponent#CLE","opponent#NJN","opponent#NYK","opponent#CHA","opponent#WAS","opponent#ORL","opponent#ATL","opponent#MEM","opponent#BOS","opponent#NOH","opponent#NOP","opponent#OKC","opponent#BKN","period#1","period#2","period#3","period#4","period#Others"
-1.12787201823683,1.52852450452682,0,1.22944319788216,"Yes",1.00081417804513,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.26414503727096,0.065144839051443,0,0.270846562803368,"No",1.76409572201311,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.0376878659637992,0.598314174534721,0,0.0578250883414154,"No",1.3752541807464,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.15242983360093,0.405465691487578,0,0.483868037265321,"No",1.06802135801715,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.210300356740363,0.212617208440435,0,-0.261707123351514,"Yes",0.746386996722469,2000,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.05519307475196,0.666378345021947,0,0.483868037265321,"Yes",0.122320325553682,2000,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.48284639480862,-0.320552127042843,0,-0.68775007227542,"Yes",-0.0504981372315207,2000,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.064942469770625,-1.03522591715873,0,-1.43332523289226,"No",-0.794577629778921,2000,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.591864810035924,1.18820365209069,0,0.696889511727274,"No",-0.948194041143545,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-1.727473301987,1.07476336794531,0,1.33595393511313,"No",-1.39944224952713,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.707271304756106,0.927290998556317,0,0.590378774496298,"No",0.851998279535648,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.0376878659637992,-0.0482954450939352,0,-0.581239335044443,"No",0.29033827548374,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.03432655043802,-0.989849803500574,0,-0.155196386120538,"Yes",-1.1594166067699,2000,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.08883575805167,-0.64952895106444,0,-0.0486856488895611,"No",-1.39944224952713,2000,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.761780512369758,1.05207531111623,0,0.696889511727274,"Yes",-0.535349935601117,2000,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.310233904032057,2.05034981159556,0,1.44246467234411,"Yes",-1.52425558376089,2000,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.66387922643774,-0.286520041799229,0,0.483868037265321,"No",1.68248700347565,2000,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.0013483942213648,-0.989849803500574,0,-1.43332523289226,"Yes",1.39925674502212,2000,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
